"pid","wave","bmonth","byear","race","sex","marital","edu","age","year","region","hw","tenure","empdummy","workexp","race1","race2","race3","marital1","marital2","marital3","marital4","marital5","sex1","sex2","region1","region2","region3","region4","lhw","workexp2","tenure2","edu_c"
718,9,10,1982,"BLACK","MALE","NEVER MARRIED","12TH GRADE",26,2009,"NORTH CENTRAL",6.059561,384,1,9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.801637,81,147456,8
718,10,10,1982,"BLACK","MALE","NEVER MARRIED","12TH GRADE",27,2010,"NORTH CENTRAL",8.713358,436,1,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.164857,100,190096,8
719,3,11,1981,"BLACK","MALE","NEVER MARRIED","4TH YR COL",21,2003,"NORTH CENTRAL",4.347826,92,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.469676,0,8464,12
719,4,11,1981,"BLACK","MALE","NEVER MARRIED","3RD YR COL",22,2004,"NORTH CENTRAL",4.235045,82,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.443394,0,6724,11
719,5,11,1981,"BLACK","MALE","NEVER MARRIED","5TH YR COL",23,2005,"NORTH CENTRAL",7.322069,82,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.990893,0,6724,13
719,6,11,1981,"BLACK","MALE","MARRIED","5TH YR COL",24,2006,"NORTH CENTRAL",6.944444,127,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.937942,0,16129,13
719,7,11,1981,"BLACK","MALE","MARRIED","5TH YR COL",25,2007,"NORTH CENTRAL",6.75213,150,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.909858,0,22500,13
719,8,11,1981,"BLACK","MALE","MARRIED","5TH YR COL",26,2008,"NORTH CENTRAL",12.28054,68,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.508016,0,4624,13
719,9,11,1981,"BLACK","MALE","MARRIED","5TH YR COL",27,2009,"NORTH CENTRAL",10.39914,119,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.341723,0,14161,13
719,10,11,1981,"BLACK","MALE","MARRIED","6TH YR COL",28,2010,"NORTH CENTRAL",13.23055,179,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2.582528,1,32041,14
720,1,2,1980,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",20,2001,"NORTH CENTRAL",4.105025,124,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.412212,1,15376,9
720,2,2,1980,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",21,2002,"NORTH CENTRAL",7.58199,46,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.025776,4,2116,9
720,3,2,1980,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",22,2003,"NORTH CENTRAL",4.940217,91,1,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.597409,9,8281,9
720,5,2,1980,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",24,2005,"NORTH CENTRAL",7.122375,195,1,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.963241,25,38025,9
720,6,2,1980,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",25,2006,"NORTH CENTRAL",5.456349,253,1,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.69678,36,64009,9
720,7,2,1980,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","1ST YR COL",26,2007,"NORTH CENTRAL",10.52368,23,1,7,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.353628,49,529,9
720,8,2,1980,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","1ST YR COL",27,2008,"NORTH CENTRAL",4.909429,26,1,8,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1.591158,64,676,9
721,2,10,1981,"HISPANIC","FEMALE","NEVER MARRIED","3RD YR COL",20,2002,"NORTH CENTRAL",3.418566,35,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.229221,0,1225,11
721,3,10,1981,"HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",21,2003,"NORTH CENTRAL",3.804348,11,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.336145,0,121,12
721,5,10,1981,"HISPANIC","FEMALE","MARRIED","5TH YR COL",23,2005,"NORTH CENTRAL",4.096262,11,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.410075,1,121,13
721,6,10,1981,"HISPANIC","FEMALE","MARRIED","5TH YR COL",24,2006,"NORTH CENTRAL",4.131944,39,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.418748,4,1521,13
721,7,10,1981,"HISPANIC","FEMALE","MARRIED","5TH YR COL",25,2007,"NORTH CENTRAL",5.787539,69,1,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1.755707,9,4761,13
721,8,10,1981,"HISPANIC","FEMALE","MARRIED","5TH YR COL",26,2008,"NORTH CENTRAL",7.533674,65,1,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.019383,16,4225,13
721,9,10,1981,"HISPANIC","FEMALE","MARRIED","5TH YR COL",27,2009,"NORTH CENTRAL",8.516013,110,1,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.141948,25,12100,13
722,2,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",18,2002,"NORTH CENTRAL",4.446915,10,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.492211,0,100,9
722,3,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",19,2003,"NORTH CENTRAL",4.673913,148,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.541997,0,21904,10
722,4,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",20,2004,"NORTH CENTRAL",5.505558,183,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.705758,0,33489,10
722,5,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",21,2005,"NORTH CENTRAL",5.683564,229,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.737578,1,52441,11
722,6,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",22,2006,"NORTH CENTRAL",5.15873,294,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.64069,4,86436,11
722,7,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",23,2007,"NORTH CENTRAL",6.776244,328,1,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.913423,9,107584,11
722,8,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",24,2008,"NORTH CENTRAL",6.665118,388,1,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.896888,16,150544,11
722,9,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",25,2009,"NORTH CENTRAL",6.782047,437,1,5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.914279,25,190969,11
722,10,7,1983,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",26,2010,"NORTH CENTRAL",6.626738,492,1,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.891113,36,242064,11
723,1,5,1983,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",17,2001,"NORTH CENTRAL",3.613777,81,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.284754,0,6561,8
723,2,5,1983,"HISPANIC","MALE","NEVER MARRIED","12TH GRADE",18,2002,"NORTH CENTRAL",3.891051,30,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.358679,0,900,8
723,3,5,1983,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",19,2003,"NORTH CENTRAL",3.804348,77,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.336145,0,5929,9
723,4,5,1983,"HISPANIC","MALE","NEVER MARRIED","1ST YR COL",20,2004,"NORTH CENTRAL",5.558497,60,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.715328,0,3600,9
723,5,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",21,2005,"NORTH CENTRAL",7.363031,97,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.996472,1,9409,10
723,6,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",22,2006,"NORTH CENTRAL",7.936508,14,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.071473,4,196,10
723,7,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",23,2007,"NORTH CENTRAL",8.801883,30,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.174966,9,900,10
723,8,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",24,2008,"NORTH CENTRAL",9.753832,89,1,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.27766,16,7921,10
723,9,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",25,2009,"NORTH CENTRAL",11.653,150,1,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.455564,25,22500,10
723,10,5,1983,"HISPANIC","MALE","NEVER MARRIED","2ND YR COL",26,2010,"NORTH CENTRAL",14.21653,189,1,6,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.654406,36,35721,10
724,1,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",18,2001,"NORTH CENTRAL",4.517222,50,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.507897,0,2500,9
724,2,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",19,2002,"NORTH CENTRAL",5.558644,51,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.715354,0,2601,10
724,3,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",20,2003,"NORTH CENTRAL",4.347826,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.469676,0,4,11
724,4,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",21,2004,"NORTH CENTRAL",6.352568,8,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.848859,1,64,12
724,6,7,1982,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","4TH YR COL",23,2006,"NORTH CENTRAL",11.44345,24,1,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.437418,9,576,12
724,7,7,1982,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","4TH YR COL",24,2007,"NORTH CENTRAL",12.53967,96,1,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.528897,16,9216,12
725,1,9,1980,"BLACK","FEMALE","NEVER MARRIED","3RD YR COL",20,2001,"NORTH CENTRAL",3.162055,79,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.151222,0,6241,11
725,5,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",24,2005,"NORTH CENTRAL",20.51203,25,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.021012,1,625,15
725,6,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",25,2006,"NORTH CENTRAL",23.4127,73,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.153279,4,5329,15
725,7,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",26,2007,"NORTH CENTRAL",28.66761,126,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.355768,9,15876,15
725,8,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",27,2008,"NORTH CENTRAL",30.04645,175,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.402744,16,30625,15
725,9,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",28,2009,"NORTH CENTRAL",37.48537,223,1,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.623951,25,49729,15
725,10,9,1980,"BLACK","FEMALE","NEVER MARRIED","7TH YR COL",29,2010,"NORTH CENTRAL",41.44807,281,1,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3.724441,36,78961,15
726,1,8,1982,"BLACK","MALE","NEVER MARRIED","1ST YR COL",18,2001,"NORTH CENTRAL",3.867871,67,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.352704,0,4489,9
726,2,8,1982,"BLACK","MALE","NEVER MARRIED","2ND YR COL",19,2002,"NORTH CENTRAL",3.724291,101,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.314877,0,10201,10
726,3,8,1982,"BLACK","MALE","NEVER MARRIED","3RD YR COL",20,2003,"NORTH CENTRAL",8.152174,12,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.098285,0,144,11
726,5,8,1982,"BLACK","MALE","NEVER MARRIED","4TH YR COL",22,2005,"NORTH CENTRAL",11.12647,43,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.409327,0,1849,12
726,9,8,1982,"BLACK","MALE","NEVER MARRIED","7TH YR COL",26,2009,"NORTH CENTRAL",14.34251,56,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.663228,1,3136,15
726,10,8,1982,"BLACK","MALE","NEVER MARRIED","7TH YR COL",27,2010,"NORTH CENTRAL",13.58367,110,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2.608868,4,12100,15
727,1,2,1984,"BLACK","FEMALE","NEVER MARRIED","11TH GRADE",16,2001,"NORTH CENTRAL",3.670243,72,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.300258,0,5184,7
727,4,2,1984,"BLACK","FEMALE","NEVER MARRIED","2ND YR COL",19,2004,"NORTH CENTRAL",3.970355,8,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.378855,0,64,10
727,5,2,1984,"BLACK","FEMALE","NEVER MARRIED","3RD YR COL",20,2005,"NORTH CENTRAL",3.27701,10,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.186931,0,100,11
727,8,2,1984,"BLACK","FEMALE","NEVER MARRIED","6TH YR COL",23,2008,"NORTH CENTRAL",5.457501,24,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.696991,0,576,14
728,2,5,1983,"BLACK","FEMALE","NEVER MARRIED","12TH GRADE",18,2002,"NORTH CENTRAL",3.752085,168,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1.322312,0,28224,8
728,3,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",19,2003,"NORTH CENTRAL",1.679348,20,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.5184056,1,400,9
728,4,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",20,2004,"NORTH CENTRAL",2.064584,74,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.724929,4,5476,9
728,5,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",21,2005,"NORTH CENTRAL",1.996928,105,1,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.6916099,9,11025,9
728,6,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",22,2006,"NORTH CENTRAL",2.008929,154,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.6976015,16,23716,9
728,7,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",23,2007,"NORTH CENTRAL",2.170327,205,1,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.774878,25,42025,9
728,8,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",24,2008,"NORTH CENTRAL",2.090107,256,1,6,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7372151,36,65536,9
728,9,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",25,2009,"NORTH CENTRAL",2.21407,315,1,7,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7948326,49,99225,9
728,10,5,1983,"BLACK","FEMALE","NEVER MARRIED","1ST YR COL",26,2010,"NORTH CENTRAL",2.06369,363,1,8,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7244956,64,131769,9
729,1,3,1980,"BLACK","MALE","NEVER MARRIED","3RD YR COL",20,2001,"NORTH CENTRAL",5.25127,101,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.65847,0,10201,11
729,2,3,1980,"BLACK","MALE","NEVER MARRIED","3RD YR COL",21,2002,"NORTH CENTRAL",6.39244,97,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.855116,0,9409,11
729,3,3,1980,"BLACK","MALE","NEVER MARRIED","3RD YR COL",22,2003,"NORTH CENTRAL",6.793478,110,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.915963,0,12100,11
729,4,3,1980,"BLACK","MALE","NEVER MARRIED","3RD YR COL",23,2004,"NORTH CENTRAL",5.293807,15,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.666538,0,225,11
729,5,3,1980,"BLACK","MALE","MARRIED","3RD YR COL",24,2005,"NORTH CENTRAL",2.048131,9,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0.7169276,0,81,11
729,6,3,1980,"BLACK","MALE","MARRIED","3RD YR COL",25,2006,"NORTH CENTRAL",5.679564,58,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.736874,0,3364,11
729,7,3,1980,"BLACK","MALE","MARRIED","3RD YR COL",26,2007,"NORTH CENTRAL",5.932228,114,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1.7804,0,12996,11
729,8,3,1980,"BLACK","MALE","SEPARATED","4TH YR COL",27,2008,"NORTH CENTRAL",4.876916,11,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.584513,1,121,12
729,9,3,1980,"BLACK","MALE","SEPARATED","4TH YR COL",28,2009,"NORTH CENTRAL",5.192577,17,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.64723,4,289,12
729,10,3,1980,"BLACK","MALE","DIVORCED","4TH YR COL",29,2010,"NORTH CENTRAL",5.241773,70,1,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1.65666,9,4900,12
730,1,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","11TH GRADE",17,2001,"SOUTH",3.246753,21,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.177655,0,441,7
730,4,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",20,2004,"SOUTH",3.509794,63,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.255557,1,3969,9
730,5,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",21,2005,"SOUTH",4.096262,143,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.410075,4,20449,9
730,6,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",22,2006,"SOUTH",3.968254,23,1,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.378326,9,529,9
730,7,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",23,2007,"SOUTH",3.617212,47,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.285704,16,2209,9
730,8,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",24,2008,"SOUTH",6.27032,90,1,5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.835827,25,8100,9
730,10,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","1ST YR COL",26,2010,"SOUTH",4.585978,47,1,7,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1.523003,49,2209,9
731,2,7,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","3RD YR COL",20,2002,"NORTH CENTRAL",7.643136,14,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.033808,0,196,11
731,3,7,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",21,2003,"NORTH CENTRAL",12.16304,19,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.498402,0,361,12
731,4,7,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",22,2004,"NORTH CENTRAL",12.31339,77,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.510688,0,5929,12
731,5,7,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",23,2005,"NORTH CENTRAL",13.56887,124,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.607778,0,15376,12
731,6,7,1981,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","4TH YR COL",24,2006,"NORTH CENTRAL",15.97718,174,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.771162,0,30276,12
731,7,7,1981,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","4TH YR COL",25,2007,"NORTH CENTRAL",13.91421,227,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.63291,0,51529,12
731,8,7,1981,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","5TH YR COL",26,2008,"NORTH CENTRAL",16.07989,276,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2.777569,0,76176,13
731,9,7,1981,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","6TH YR COL",27,2009,"NORTHEAST",15.8574,42,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2.763637,1,1764,14
731,10,7,1981,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","6TH YR COL",28,2010,"NORTH CENTRAL",22.34288,15,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3.106508,4,225,14
734,6,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",22,2006,"WEST",25.95734,40,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3.256454,1,1600,12
734,7,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",23,2007,"WEST",7.166903,93,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.969474,4,8649,12
734,8,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",24,2008,"WEST",9.674872,131,1,3,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2.269532,9,17161,12
734,9,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",25,2009,"WEST",11.11696,175,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2.408472,16,30625,12
734,10,12,1983,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",26,2010,"NORTHEAST",11.22647,224,1,5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.418275,25,50176,12
735,1,11,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","2ND YR COL",20,2001,"NORTHEAST",6.775833,32,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.913362,0,1024,10
735,8,11,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","6TH YR COL",27,2008,"NORTHEAST",8.049233,66,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2.085577,0,4356,14
735,9,11,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","7TH YR COL",28,2009,"WEST",8.963489,23,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2.19316,1,529,15
735,10,11,1980,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","7TH YR COL",29,2010,"NORTH CENTRAL",10.05246,5,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2.307818,4,25,15
737,2,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",19,2002,"NORTH CENTRAL",1.717621,49,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.5409402,1,2401,10
737,3,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",20,2003,"NORTH CENTRAL",4.619565,32,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.5303,4,1024,10
737,4,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","1ST YR COL",21,2004,"WEST",1.127581,40,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.1200744,9,1600,9
737,5,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",22,2005,"WEST",1.09063,4,1,4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0867553,16,16,10
737,6,7,1982,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","2ND YR COL",23,2006,"WEST",1.929563,74,1,5,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.6572937,25,5476,10
737,8,7,1982,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","2ND YR COL",25,2008,"WEST",2.749652,70,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1.011474,49,4900,10
737,9,7,1982,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","2ND YR COL",26,2009,"WEST",16.25827,4,1,8,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2.788602,64,16,10
737,10,7,1982,"NON-BLACK, NON-HISPANIC","MALE","MARRIED","2ND YR COL",27,2010,"WEST",7.997945,155,1,9,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2.079185,81,24025,10
738,3,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","4TH YR COL",21,2003,"NORTH CENTRAL",3.396739,49,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.222816,0,2401,12
738,4,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",22,2004,"NORTH CENTRAL",4.235045,101,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.443394,0,10201,13
738,5,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",23,2005,"NORTH CENTRAL",4.787506,55,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.56601,0,3025,13
738,6,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",24,2006,"NORTH CENTRAL",4.712301,100,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.550176,0,10000,13
738,7,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","5TH YR COL",25,2007,"NORTH CENTRAL",4.760252,150,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1.5603,0,22500,13
738,10,1,1981,"NON-BLACK, NON-HISPANIC","MALE","NEVER MARRIED","6TH YR COL",28,2010,"NORTH CENTRAL",7.892468,55,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2.065909,0,3025,14
739,4,4,1982,"NON-BLACK, NON-HISPANIC","FEMALE","NEVER MARRIED","4TH YR COL",21,2004,"NORTH CENTRAL",4.287983,10,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1.455817,0,100,12
